sp_id,sp_gq_id,age,sex
936678722,450000650,19,F
936678721,450000650,20,F
936678720,450000650,19,F
936678719,450000650,18,F
936678718,450000650,23,F
936678717,450000650,20,F
936678716,450000650,18,F
936678715,450000650,18,F
936678714,450000650,19,F
936678713,450000650,24,F
936678712,450000650,19,F
936678711,450000650,19,F
936678710,450000650,19,F
936678709,450000650,19,F
936678708,450000650,23,F
936678707,450000650,18,F
936678706,450000650,22,F
936678705,450000650,21,F
936678704,450000650,23,F
936678703,450000650,24,F
936678702,450000650,19,F
936678701,450000650,22,F
936678700,450000650,23,F
936678699,450000650,26,F
936678698,450000650,20,F
936678697,450000650,21,F
936678696,450000650,20,F
936678695,450000650,19,F
936678694,450000650,18,F
936678693,450000650,21,F
936678692,450000650,18,F
936678691,450000650,21,F
936678690,450000650,22,F
936678689,450000650,20,F
936678688,450000650,18,F
936678687,450000650,18,F
936678686,450000650,19,F
936678685,450000650,19,F
936678684,450000650,18,F
936678683,450000650,21,F
936678682,450000650,19,F
936678681,450000650,23,F
936678680,450000650,23,F
936678679,450000650,21,F
936678678,450000650,18,F
936678677,450000650,19,F
936678676,450000650,19,F
936678675,450000650,23,F
936678674,450000650,23,F
936678673,450000650,21,F
936678672,450000650,19,F
936678671,450000650,19,F
936678670,450000650,21,F
936678669,450000650,19,F
936678668,450000650,20,F
936678667,450000650,19,F
936678666,450000650,19,F
936678665,450000650,19,F
936678664,450000650,20,F
936678663,450000650,20,F
936678662,450000650,21,F
936678661,450000650,19,F
936678660,450000650,21,F
936678659,450000650,19,F
936678658,450000650,18,F
936678657,450000650,20,F
936678656,450000650,19,F
936678655,450000650,19,F
936678654,450000650,19,F
936678653,450000650,19,F
936678652,450000650,22,F
936678651,450000650,18,F
936678650,450000650,20,F
936678649,450000650,19,F
936678648,450000650,19,F
936678647,450000650,18,F
936678646,450000650,20,F
936678645,450000650,19,F
936678644,450000650,18,F
936678643,450000650,24,F
936678642,450000650,18,F
936678641,450000650,19,F
936678640,450000650,18,F
936678639,450000650,18,F
936678638,450000650,19,F
936678637,450000650,18,F
936678636,450000650,19,F
936678635,450000650,18,F
936678634,450000650,19,F
936678633,450000650,18,F
936678632,450000650,21,F
936678631,450000650,19,F
936678630,450000650,19,F
936678629,450000650,19,F
936678628,450000650,24,F
936678627,450000650,19,F
936678626,450000650,23,F
936678625,450000650,18,F
936678624,450000650,19,F
936678623,450000650,19,F
936678622,450000650,20,F
936678621,450000650,22,F
936678620,450000650,19,F
936678619,450000650,19,F
936678618,450000650,18,F
936678617,450000650,21,F
936678616,450000650,21,F
936678615,450000650,19,F
936678614,450000650,20,F
936678613,450000650,19,F
936678612,450000650,19,F
936678611,450000650,19,F
936678610,450000650,24,F
936678609,450000650,21,F
936678608,450000650,19,F
936678607,450000650,20,F
936678606,450000650,23,F
936678605,450000650,22,F
936678604,450000650,19,F
936678603,450000650,23,F
936678602,450000650,19,F
936678601,450000650,20,F
936678600,450000650,23,F
936678599,450000650,22,F
936678598,450000650,19,F
936678597,450000650,18,F
936678596,450000650,19,F
936678595,450000650,20,F
936678594,450000650,19,F
936678593,450000650,21,F
936678592,450000650,24,F
936678591,450000650,20,F
936678590,450000650,20,F
936678589,450000650,19,F
936678588,450000650,24,F
936678587,450000650,19,F
936678586,450000650,20,F
936678585,450000650,18,F
936678584,450000650,18,F
936678583,450000650,19,F
936678582,450000650,19,F
936678581,450000650,24,F
936678580,450000650,19,F
936678579,450000650,18,F
936678578,450000650,18,F
936678577,450000650,24,F
936678576,450000650,22,F
936678575,450000650,18,F
936678574,450000650,21,F
936678573,450000650,19,F
936678572,450000650,25,F
936678571,450000650,23,F
936678570,450000650,28,F
936678569,450000650,24,F
936678568,450000650,19,F
936678567,450000650,21,F
936678566,450000650,21,F
936678565,450000650,19,F
936678564,450000650,20,F
936678563,450000650,19,F
936678562,450000650,23,F
936678561,450000650,22,F
936678560,450000650,18,F
936678559,450000650,19,F
936678558,450000650,18,F
936678557,450000650,22,F
936678556,450000650,18,F
936678555,450000650,20,F
936678554,450000650,19,F
936678553,450000650,20,F
936678552,450000650,19,F
936678551,450000650,21,F
936678550,450000650,19,F
936678549,450000650,19,F
936678548,450000650,19,F
936678547,450000650,27,F
936678546,450000650,22,F
936678545,450000650,21,F
936678544,450000650,19,F
936678543,450000650,18,F
936678542,450000650,22,F
936678541,450000650,19,F
936678540,450000650,20,F
936678539,450000650,28,F
936678538,450000650,19,F
936678537,450000650,19,F
936678536,450000650,22,F
936678535,450000650,20,F
936678534,450000650,22,F
936678533,450000650,19,F
936678532,450000650,19,F
936678531,450000650,19,F
936678530,450000650,19,F
936678529,450000650,21,F
936678528,450000650,29,F
936678527,450000650,24,F
936678526,450000650,19,F
936678525,450000650,19,F
936678524,450000650,18,F
936678523,450000650,20,F
936678522,450000650,18,F
936678521,450000650,21,F
936678520,450000650,19,F
936678519,450000650,21,F
936678518,450000650,23,F
936678517,450000650,20,F
936678516,450000650,19,F
936678515,450000650,18,F
936678514,450000650,18,F
936678513,450000650,19,F
936678512,450000650,23,F
936678511,450000650,19,F
936678510,450000650,23,F
936678509,450000650,18,F
936678508,450000650,22,F
936678507,450000650,23,F
936678506,450000650,23,F
936678505,450000650,24,F
936678504,450000650,22,F
936678503,450000650,20,F
936678502,450000650,20,F
936678501,450000650,19,F
936678500,450000650,18,F
936678499,450000650,19,F
936678498,450000650,18,F
936678497,450000650,19,F
936678496,450000650,24,F
936678495,450000650,21,F
936678494,450000650,22,F
936678493,450000650,22,F
936678492,450000650,18,F
936678491,450000650,21,F
936678490,450000650,19,F
936678489,450000650,19,F
936678488,450000650,20,F
936678487,450000650,19,F
936678486,450000650,21,F
936678485,450000650,21,F
936678484,450000650,20,F
936678483,450000650,19,F
936678482,450000650,21,F
936678481,450000650,19,F
936678480,450000650,19,F
936678479,450000650,23,F
936678478,450000650,21,F
936678477,450000650,20,F
936678476,450000650,19,F
936678475,450000650,19,F
936678474,450000650,21,F
936678473,450000650,19,F
936678472,450000650,19,F
936678471,450000650,39,F
936678470,450000650,20,F
936678469,450000650,19,F
936678468,450000650,18,F
936678467,450000650,20,F
936678466,450000650,19,F
936678465,450000650,23,F
936678464,450000650,22,F
936678463,450000650,19,F
936678462,450000650,20,F
936678461,450000650,19,F
936678460,450000650,23,F
936678459,450000650,19,F
936678458,450000650,19,F
936678457,450000650,23,F
936678456,450000650,19,F
936678455,450000650,21,F
936678454,450000650,21,F
936678453,450000650,20,F
936678452,450000650,19,F
936678451,450000650,19,F
936678450,450000650,20,F
936678449,450000650,19,F
936678448,450000650,18,F
936678447,450000650,18,F
936678446,450000650,19,F
936678445,450000650,19,F
936678444,450000650,19,F
936678443,450000650,21,F
936678442,450000650,19,F
936678441,450000650,18,F
936678440,450000650,20,F
936678439,450000650,22,F
936678438,450000650,18,F
936678437,450000650,21,F
936678436,450000650,19,F
936678435,450000650,19,F
936678434,450000650,28,F
936678433,450000650,22,F
936678432,450000650,21,F
936678431,450000650,18,F
936678430,450000650,24,F
936678429,450000650,19,F
936678428,450000650,18,F
936678427,450000650,19,F
936678426,450000650,24,F
936678425,450000650,19,F
936678424,450000650,19,F
936678423,450000650,21,F
936678422,450000650,21,F
936678421,450000650,19,F
936678420,450000650,23,F
936678419,450000650,18,F
936678418,450000650,18,F
936678417,450000650,19,F
936678416,450000650,20,F
936678415,450000650,19,F
936678414,450000650,18,F
936678413,450000650,18,F
936678412,450000650,23,F
936678411,450000650,18,F
936678410,450000650,18,F
936678409,450000650,18,F
936678408,450000650,18,F
936678407,450000650,20,F
936678406,450000650,18,F
936678405,450000650,19,F
936678404,450000650,18,F
936678403,450000650,22,F
936678402,450000650,18,F
936678401,450000650,20,F
936678400,450000650,23,F
936678399,450000650,21,F
936678398,450000650,20,F
936678397,450000650,19,F
936678396,450000650,21,F
936678395,450000650,20,F
936678394,450000650,19,F
936678393,450000650,20,F
936678392,450000650,19,F
936678391,450000650,22,F
936678390,450000650,18,F
936678389,450000650,19,F
936678388,450000650,19,F
936678387,450000650,19,F
936678386,450000650,18,F
936678385,450000650,19,F
936678384,450000650,19,F
936678383,450000650,19,F
936678382,450000650,21,F
936678381,450000650,18,F
936678380,450000650,22,F
936678379,450000650,19,F
936678378,450000650,20,F
936678377,450000650,18,F
936678376,450000650,20,F
936678375,450000650,20,F
936678374,450000650,18,F
936678373,450000650,21,F
936678372,450000650,25,F
936678371,450000650,22,F
936678370,450000650,19,F
936678369,450000650,20,F
936678368,450000650,23,F
936678367,450000650,24,F
936678366,450000650,23,F
936678365,450000650,18,F
936678364,450000650,19,F
936678363,450000650,21,F
936678361,450000650,23,F
936678360,450000650,19,F
936678359,450000650,19,F
936678358,450000650,18,F
936678357,450000650,19,F
936678356,450000650,18,F
936678355,450000650,20,F
936678354,450000650,19,F
936678353,450000650,19,F
936678352,450000650,20,F
936678351,450000650,19,F
936678350,450000650,20,F
936678349,450000650,22,F
936678348,450000650,23,F
936678347,450000650,18,F
936678346,450000650,18,F
936678345,450000650,21,F
936678344,450000650,19,F
936678343,450000650,19,F
936678342,450000650,21,F
936678341,450000650,21,F
936678340,450000650,24,F
936678339,450000650,26,F
936678338,450000650,20,F
936678337,450000650,19,F
936678336,450000650,21,F
936678335,450000650,18,F
936678334,450000650,19,F
936678333,450000650,19,F
936678332,450000650,24,F
936678331,450000650,19,F
936678330,450000650,20,F
936678329,450000650,19,F
936678328,450000650,18,F
936678327,450000650,18,F
936678326,450000650,21,F
936678325,450000650,19,F
936678324,450000650,19,F
936678323,450000650,20,F
936678322,450000650,23,F
936678321,450000650,21,F
936678320,450000650,19,F
936678319,450000650,19,F
936678318,450000650,19,F
936678317,450000650,19,F
936678316,450000650,19,F
936678315,450000650,18,F
936678314,450000650,24,F
936678313,450000650,19,F
936678312,450000650,20,F
936678311,450000650,18,F
936678310,450000650,18,F
936678309,450000650,21,F
936678308,450000650,19,F
936678307,450000650,21,F
936678306,450000650,21,F
936678305,450000650,21,F
936678304,450000650,20,F
936678303,450000650,19,F
936678302,450000650,19,F
936678301,450000650,18,F
936678300,450000650,19,F
936678299,450000650,18,F
936678298,450000650,23,F
936678297,450000650,19,F
936678296,450000650,23,F
936678295,450000650,22,F
936678294,450000650,22,F
936678293,450000650,18,F
936678292,450000650,19,F
936678291,450000650,19,F
936678290,450000650,18,F
936678289,450000650,19,F
936678288,450000650,21,F
936678287,450000650,19,F
936678286,450000650,21,F
936678285,450000650,20,F
936678284,450000650,18,F
936678283,450000650,20,F
936678282,450000650,19,F
936678281,450000650,23,F
936678280,450000650,18,F
936678279,450000650,19,F
936678278,450000650,24,F
936678277,450000650,19,F
936678276,450000650,21,F
936678275,450000650,21,F
936678274,450000650,19,F
936678273,450000650,19,F
936678272,450000650,19,F
936678271,450000650,19,F
936678270,450000650,19,F
936678269,450000650,19,F
936678268,450000650,26,F
936678267,450000650,19,F
936678266,450000650,19,F
936678265,450000650,19,F
936678264,450000650,19,F
936678263,450000650,21,F
936678262,450000650,24,F
936678261,450000650,22,F
936678260,450000650,18,F
936678259,450000650,20,F
936678258,450000650,18,F
936678257,450000650,22,F
936678256,450000650,23,F
936678255,450000650,24,F
936678254,450000650,18,F
936678253,450000650,19,F
936678252,450000650,20,F
936678251,450000650,22,F
936678250,450000650,22,F
936678249,450000650,18,F
936678248,450000650,19,F
936678247,450000650,22,F
936678246,450000650,21,F
936678245,450000650,22,F
936678244,450000650,18,F
936678243,450000650,19,F
936678242,450000650,18,F
936678241,450000650,20,F
936678240,450000650,19,F
936678239,450000650,16,F
936678238,450000650,17,F
936678237,450000650,17,F
936678236,450000650,16,F
936678235,450000650,15,F
936678234,450000650,22,M
936678233,450000650,20,M
936678232,450000650,19,M
936678231,450000650,22,M
936678230,450000650,20,M
936678229,450000650,19,M
936678228,450000650,19,M
936678227,450000650,19,M
936678226,450000650,42,M
936678225,450000650,22,M
936678224,450000650,24,M
936678223,450000650,23,M
936678222,450000650,18,M
936678221,450000650,19,M
936678220,450000650,18,M
936678219,450000650,21,M
936678218,450000650,18,M
936678217,450000650,30,M
936678216,450000650,21,M
936678215,450000650,19,M
936678214,450000650,18,M
936678213,450000650,18,M
936678212,450000650,22,M
936678211,450000650,18,M
936678210,450000650,19,M
936678209,450000650,19,M
936678208,450000650,20,M
936678207,450000650,19,M
936678206,450000650,21,M
936678205,450000650,22,M
936678204,450000650,21,M
936678203,450000650,20,M
936678202,450000650,21,M
936678201,450000650,20,M
936678200,450000650,18,M
936678199,450000650,19,M
936678198,450000650,19,M
936678197,450000650,19,M
936678196,450000650,22,M
936678195,450000650,19,M
936678194,450000650,20,M
936678193,450000650,19,M
936678192,450000650,19,M
936678191,450000650,19,M
936678190,450000650,20,M
936678189,450000650,21,M
936678188,450000650,18,M
936678187,450000650,19,M
936678186,450000650,19,M
936678185,450000650,19,M
936678184,450000650,19,M
936678183,450000650,20,M
936678182,450000650,22,M
936678181,450000650,19,M
936678180,450000650,20,M
936678179,450000650,19,M
936678178,450000650,19,M
936678177,450000650,23,M
936678176,450000650,21,M
936678175,450000650,20,M
936678174,450000650,18,M
936678173,450000650,20,M
936678172,450000650,22,M
936678171,450000650,20,M
936678170,450000650,24,M
936678169,450000650,22,M
936678168,450000650,23,M
936678167,450000650,19,M
936678166,450000650,20,M
936678165,450000650,19,M
936678164,450000650,20,M
936678163,450000650,19,M
936678162,450000650,20,M
936678161,450000650,19,M
936678160,450000650,19,M
936678159,450000650,18,M
936678158,450000650,23,M
936678157,450000650,20,M
936678156,450000650,19,M
936678155,450000650,23,M
936678154,450000650,19,M
936678153,450000650,22,M
936678152,450000650,19,M
936678151,450000650,24,M
936678150,450000650,19,M
936678149,450000650,20,M
936678148,450000650,18,M
936678147,450000650,32,M
936678146,450000650,19,M
936678145,450000650,18,M
936678144,450000650,21,M
936678143,450000650,19,M
936678142,450000650,19,M
936678141,450000650,18,M
936678140,450000650,18,M
936678139,450000650,20,M
936678138,450000650,19,M
936678137,450000650,20,M
936678136,450000650,22,M
936678135,450000650,22,M
936678134,450000650,21,M
936678133,450000650,20,M
936678132,450000650,22,M
936678131,450000650,24,M
936678130,450000650,22,M
936678129,450000650,18,M
936678128,450000650,21,M
936678127,450000650,24,M
936678126,450000650,19,M
936678125,450000650,19,M
936678124,450000650,19,M
936678123,450000650,22,M
936678122,450000650,28,M
936678121,450000650,18,M
936678120,450000650,19,M
936678119,450000650,18,M
936678118,450000650,19,M
936678117,450000650,20,M
936678116,450000650,19,M
936678115,450000650,19,M
936678114,450000650,19,M
936678113,450000650,18,M
936678112,450000650,20,M
936678111,450000650,19,M
936678110,450000650,18,M
936678109,450000650,19,M
936678108,450000650,19,M
936678107,450000650,22,M
936678106,450000650,23,M
936678105,450000650,19,M
936678104,450000650,23,M
936678103,450000650,20,M
936678102,450000650,20,M
936678101,450000650,19,M
936678100,450000650,22,M
936678099,450000650,19,M
936678098,450000650,19,M
936678097,450000650,23,M
936678096,450000650,20,M
936678095,450000650,18,M
936678094,450000650,18,M
936678093,450000650,19,M
936678092,450000650,20,M
936678091,450000650,21,M
936678090,450000650,18,M
936678089,450000650,19,M
936678088,450000650,19,M
936678087,450000650,23,M
936678086,450000650,19,M
936678085,450000650,21,M
936678084,450000650,21,M
936678083,450000650,21,M
936678082,450000650,19,M
936678081,450000650,18,M
936678080,450000650,26,M
936678079,450000650,19,M
936678078,450000650,22,M
936678077,450000650,19,M
936678076,450000650,18,M
936678075,450000650,20,M
936678074,450000650,22,M
936678073,450000650,21,M
936678072,450000650,19,M
936678071,450000650,20,M
936678070,450000650,20,M
936678069,450000650,18,M
936678068,450000650,19,M
936678067,450000650,20,M
936678066,450000650,18,M
936678065,450000650,20,M
936678064,450000650,20,M
936678063,450000650,19,M
936678062,450000650,20,M
936678061,450000650,19,M
936678060,450000650,20,M
936678059,450000650,20,M
936678058,450000650,18,M
936678057,450000650,20,M
936678056,450000650,18,M
936678055,450000650,22,M
936678054,450000650,20,M
936678053,450000650,19,M
936678052,450000650,20,M
936678051,450000650,18,M
936678050,450000650,20,M
936678049,450000650,20,M
936678048,450000650,19,M
936678047,450000650,22,M
936678046,450000650,19,M
936678045,450000650,18,M
936678044,450000650,18,M
936678043,450000650,19,M
936678042,450000650,20,M
936678041,450000650,26,M
936678040,450000650,21,M
936678039,450000650,19,M
936678038,450000650,21,M
936678037,450000650,19,M
936678036,450000650,18,M
936678035,450000650,20,M
936678034,450000650,18,M
936678033,450000650,20,M
936678032,450000650,22,M
936678031,450000650,18,M
936678030,450000650,21,M
936678029,450000650,20,M
936678028,450000650,19,M
936678027,450000650,20,M
936678026,450000650,18,M
936678025,450000650,19,M
936678024,450000650,20,M
936678023,450000650,20,M
936678022,450000650,18,M
936678021,450000650,20,M
936678020,450000650,24,M
936678019,450000650,18,M
936678018,450000650,27,M
936678017,450000650,19,M
936678016,450000650,62,M
936678015,450000650,19,M
936678014,450000650,22,M
936678013,450000650,19,M
936678012,450000650,19,M
936678011,450000650,19,M
936678010,450000650,23,M
936678009,450000650,22,M
936678008,450000650,19,M
936678007,450000650,19,M
936678006,450000650,19,M
936678005,450000650,19,M
936678004,450000650,19,M
936678003,450000650,22,M
936678002,450000650,19,M
936678001,450000650,20,M
936678000,450000650,21,M
936677999,450000650,19,M
936677998,450000650,23,M
936677997,450000650,18,M
936677996,450000650,19,M
936677995,450000650,24,M
936677994,450000650,18,M
936677993,450000650,24,M
936677992,450000650,19,M
936677991,450000650,19,M
936677990,450000650,21,M
936677989,450000650,19,M
936677988,450000650,22,M
936677987,450000650,19,M
936677986,450000650,21,M
936677985,450000650,24,M
936677984,450000650,24,M
936677983,450000650,22,M
936677982,450000650,21,M
936677981,450000650,19,M
936677980,450000650,23,M
936677979,450000650,19,M
936677978,450000650,19,M
936677977,450000650,18,M
936677976,450000650,19,M
936677975,450000650,21,M
936677974,450000650,19,M
936677973,450000650,22,M
936677972,450000650,33,M
936677971,450000650,19,M
936677970,450000650,19,M
936677969,450000650,18,M
936677968,450000650,19,M
936677967,450000650,23,M
936677966,450000650,19,M
936677965,450000650,19,M
936677964,450000650,18,M
936677963,450000650,23,M
936677962,450000650,18,M
936677961,450000650,19,M
936677960,450000650,18,M
936677959,450000650,23,M
936677958,450000650,18,M
936677957,450000650,22,M
936677956,450000650,19,M
936677955,450000650,20,M
936677954,450000650,22,M
936677953,450000650,19,M
936677952,450000650,19,M
936677951,450000650,20,M
936677950,450000650,20,M
936677949,450000650,22,M
936677948,450000650,19,M
936677947,450000650,23,M
936677946,450000650,18,M
936677945,450000650,18,M
936677944,450000650,19,M
936677943,450000650,19,M
936677942,450000650,19,M
936677941,450000650,22,M
936677940,450000650,18,M
936677939,450000650,18,M
936677938,450000650,19,M
936677937,450000650,19,M
936677936,450000650,20,M
936677935,450000650,20,M
936677934,450000650,19,M
936677933,450000650,21,M
936677932,450000650,18,M
936677931,450000650,21,M
936677930,450000650,20,M
936677929,450000650,18,M
936677928,450000650,18,M
936677927,450000650,19,M
936677926,450000650,23,M
936677925,450000650,18,M
936677924,450000650,21,M
936677923,450000650,19,M
936677922,450000650,19,M
936677921,450000650,18,M
936677920,450000650,19,M
936677919,450000650,18,M
936677918,450000650,24,M
936677917,450000650,21,M
936677916,450000650,24,M
936677915,450000650,19,M
936677914,450000650,19,M
936677913,450000650,19,M
936677912,450000650,29,M
936677911,450000650,21,M
936677910,450000650,20,M
936677909,450000650,18,M
936677908,450000650,20,M
936677907,450000650,18,M
936677906,450000650,22,M
936677905,450000650,18,M
936677904,450000650,19,M
936677903,450000650,21,M
936677902,450000650,19,M
936677901,450000650,24,M
936677900,450000650,22,M
936677899,450000650,18,M
936677898,450000650,19,M
936677897,450000650,23,M
936677896,450000650,22,M
936677895,450000650,20,M
936677894,450000650,19,M
936677893,450000650,19,M
936677892,450000650,24,M
936677891,450000650,19,M
936677890,450000650,19,M
936677889,450000650,22,M
936677888,450000650,19,M
936677887,450000650,19,M
936677886,450000650,19,M
936677885,450000650,18,M
936677884,450000650,26,M
936677883,450000650,24,M
936677882,450000650,18,M
936677881,450000650,20,M
936677880,450000650,22,M
936677879,450000650,20,M
936677878,450000650,19,M
936677877,450000650,21,M
936677876,450000650,20,M
936677875,450000650,20,M
936677874,450000650,19,M
936677873,450000650,19,M
936677872,450000650,18,M
936677871,450000650,19,M
936677870,450000650,22,M
936677869,450000650,28,M
936677868,450000650,19,M
936677867,450000650,19,M
936677866,450000650,22,M
936677865,450000650,19,M
936677864,450000650,20,M
936677863,450000650,21,M
936677862,450000650,21,M
936677861,450000650,19,M
936677860,450000650,19,M
936677859,450000650,18,M
936677858,450000650,20,M
936677857,450000650,18,M
936677856,450000650,18,M
936677855,450000650,20,M
936677854,450000650,23,M
936677853,450000650,19,M
936677852,450000650,21,M
936677851,450000650,27,M
936677850,450000650,24,M
936677849,450000650,21,M
936677848,450000650,24,M
936677847,450000650,18,M
936677846,450000650,19,M
936677845,450000650,22,M
936677844,450000650,23,M
936677843,450000650,18,M
936677842,450000650,20,M
936677841,450000650,22,M
936677840,450000650,18,M
936677839,450000650,19,M
936677838,450000650,19,M
936677837,450000650,18,M
936677836,450000650,23,M
936677835,450000650,18,M
936677834,450000650,20,M
936677833,450000650,19,M
936677832,450000650,22,M
936677831,450000650,20,M
936677830,450000650,18,M
936677829,450000650,18,M
936677828,450000650,19,M
936677827,450000650,27,M
936677826,450000650,19,M
936677825,450000650,19,M
936677824,450000650,19,M
936677823,450000650,19,M
936677822,450000650,24,M
936677821,450000650,19,M
936677820,450000650,21,M
936677819,450000650,18,M
936677818,450000650,19,M
936677817,450000650,22,M
936677816,450000650,19,M
936677815,450000650,20,M
936677814,450000650,22,M
936677813,450000650,19,M
936677812,450000650,19,M
936677811,450000650,18,M
936677810,450000650,23,M
936677809,450000650,19,M
936677808,450000650,19,M
936677807,450000650,24,M
936677806,450000650,18,M
936677805,450000650,19,M
936677804,450000650,19,M
936677803,450000650,18,M
936677802,450000650,20,M
936677801,450000650,19,M
936677800,450000650,23,M
936677799,450000650,21,M
936677798,450000650,19,M
936677797,450000650,43,M
936677796,450000650,20,M
936677795,450000650,22,M
936677794,450000650,18,M
936677793,450000650,20,M
936677792,450000650,24,M
936677791,450000650,23,M
936677790,450000650,19,M
936677789,450000650,20,M
936677788,450000650,19,M
936677787,450000650,20,M
936677786,450000650,19,M
936677785,450000650,19,M
936677784,450000650,19,M
936677783,450000650,19,M
936677782,450000650,20,M
936677781,450000650,23,M
936677780,450000650,22,M
936677779,450000650,19,M
936677778,450000650,22,M
936677777,450000650,20,M
936677776,450000650,19,M
936677775,450000650,24,M
936677774,450000650,22,M
936677773,450000650,48,M
936677772,450000650,40,M
936677771,450000650,18,M
936677770,450000650,20,M
936677769,450000650,23,M
936677768,450000650,23,M
936677767,450000650,19,M
936677766,450000650,18,M
936677765,450000650,22,M
936677764,450000650,22,M
936677763,450000650,19,M
936677762,450000650,19,M
936677761,450000650,27,M
936677760,450000650,19,M
936677759,450000650,19,M
936677758,450000650,19,M
936677757,450000650,19,M
936677756,450000650,19,M
936677755,450000650,20,M
936677754,450000650,18,M
936677753,450000650,20,M
936677752,450000650,19,M
936677751,450000650,19,M
936677750,450000650,20,M
936677749,450000650,19,M
936677748,450000650,21,M
936677747,450000650,19,M
936677746,450000650,22,M
936677745,450000650,23,M
936677744,450000650,19,M
936677743,450000650,23,M
936677742,450000650,19,M
936677741,450000650,19,M
936677740,450000650,23,M
936677739,450000650,22,M
936677738,450000650,19,M
936677737,450000650,19,M
936677736,450000650,20,M
936677735,450000650,18,M
936677734,450000650,19,M
936677733,450000650,18,M
936677732,450000650,21,M
936677731,450000650,20,M
936677730,450000650,18,M
936677729,450000650,18,M
936677728,450000650,22,M
936677727,450000650,19,M
936677726,450000650,20,M
936677725,450000650,18,M
936677724,450000650,18,M
936677723,450000650,24,M
936677722,450000650,23,M
936677721,450000650,18,M
936677720,450000650,23,M
936677719,450000650,19,M
936677718,450000650,19,M
936677717,450000650,20,M
936677716,450000650,18,M
936677715,450000650,19,M
936677714,450000650,19,M
936677713,450000650,21,M
936677712,450000650,19,M
936677711,450000650,20,M
936677710,450000650,23,M
936677709,450000650,28,M
936677708,450000650,18,M
936677707,450000650,19,M
936677706,450000650,18,M
936677705,450000650,21,M
936677704,450000650,20,M
936677703,450000650,19,M
936677702,450000650,33,M
936677701,450000650,23,M
936677700,450000650,20,M
936677699,450000650,20,M
936677698,450000650,19,M
936677697,450000650,19,M
936677696,450000650,21,M
936677695,450000650,19,M
936677694,450000650,20,M
936677693,450000650,19,M
936677692,450000650,21,M
936677691,450000650,18,M
936677690,450000650,18,M
936677689,450000650,19,M
936677688,450000650,20,M
936677687,450000650,18,M
936677686,450000650,20,M
936677685,450000650,23,M
936677684,450000650,27,M
936677683,450000650,21,M
936677682,450000650,19,M
936677681,450000650,19,M
936677680,450000650,19,M
936677679,450000650,20,M
936677678,450000650,18,M
936677677,450000650,20,M
936677676,450000650,20,M
936677675,450000650,22,M
936677674,450000650,43,M
936677673,450000650,22,M
936677672,450000650,19,M
936677671,450000650,18,M
936677670,450000650,18,M
936677669,450000650,19,M
936677668,450000650,21,M
936677667,450000650,21,M
936677666,450000650,19,M
936677665,450000650,19,M
936677664,450000650,22,M
936677663,450000650,22,M
936677662,450000650,23,M
936677661,450000650,24,M
936677660,450000650,21,M
936677659,450000650,19,M
936677658,450000650,23,M
936677657,450000650,18,M
936677656,450000650,21,M
936677655,450000650,20,M
936677654,450000650,19,M
936677653,450000650,20,M
936677652,450000650,24,M
936677651,450000650,19,M
936677650,450000650,21,M
936677649,450000650,22,M
936677648,450000650,18,M
936677647,450000650,19,M
936677646,450000650,22,M
936677645,450000650,18,M
936677644,450000650,19,M
936677643,450000650,21,M
936677642,450000650,24,M
936677641,450000650,18,M
936677640,450000650,20,M
936677639,450000650,22,M
936677638,450000650,21,M
936677637,450000650,22,M
936677636,450000650,19,M
936677635,450000650,24,M
936677634,450000650,22,M
936677633,450000650,19,M
936677632,450000650,23,M
936677631,450000650,18,M
936677630,450000650,21,M
936677629,450000650,22,M
936677628,450000650,22,M
936677627,450000650,18,M
936677626,450000650,20,M
936677625,450000650,20,M
936677624,450000650,22,M
936677623,450000650,21,M
936677622,450000650,19,M
936677621,450000650,18,M
936677620,450000650,22,M
936677619,450000650,19,M
936677618,450000650,19,M
936677617,450000650,20,M
936677616,450000650,22,M
936677615,450000650,22,M
936677614,450000650,23,M
936677613,450000650,19,M
936677612,450000650,19,M
936677611,450000650,18,M
936677610,450000650,19,M
936677609,450000650,19,M
936677608,450000650,18,M
936677607,450000650,18,M
936677606,450000650,18,M
936677605,450000650,19,M
936677604,450000650,20,M
936677603,450000650,19,M
936677602,450000650,28,M
936677601,450000650,19,M
936677600,450000650,18,M
936677599,450000650,23,M
936677598,450000650,19,M
936677597,450000650,24,M
936677596,450000650,22,M
936677595,450000650,19,M
936677594,450000650,18,M
936677593,450000650,27,M
936677592,450000650,18,M
936677591,450000650,21,M
936677590,450000650,19,M
936677589,450000650,24,M
936677588,450000650,19,M
936677587,450000650,19,M
936677586,450000650,22,M
936677585,450000650,19,M
936677584,450000650,19,M
936677583,450000650,18,M
936677582,450000650,20,M
936677581,450000650,22,M
936677580,450000650,19,M
936677579,450000650,23,M
936677578,450000650,19,M
936677577,450000650,19,M
936677576,450000650,18,M
936677575,450000650,20,M
936677574,450000650,24,M
936677573,450000650,20,M
936677572,450000650,23,M
936677571,450000650,19,M
936677570,450000650,19,M
936677569,450000650,19,M
936677568,450000650,19,M
936677567,450000650,19,M
936677566,450000650,20,M
936677565,450000650,19,M
936677564,450000650,19,M
936677563,450000650,22,M
936677562,450000650,19,M
936677561,450000650,20,M
936677560,450000650,21,M
936677559,450000650,20,M
936677558,450000650,18,M
936677557,450000650,18,M
